rating,genre,theater_date,dvd_date,runtime,year
PG,Comedy,"Nov 10, 2004","Nov 29, 2005",86 minutes,2004
NR,Art House and International|Comedy|Drama|Musical and Performing Arts,"Aug 30, 1991","Jan 19, 1999",179 minutes,1991
NR,Documentary|Special Interest,"Oct 8, 1981","Jul 26, 2005",56 minutes,1981
R,Classics|Drama,"Jul 14, 1979","Oct 2, 2007",150 minutes,1979
NR,Action and Adventure|Art House and International|Comedy,"Jul 25, 1997","Oct 10, 2000",102 minutes,1997
R,Action and Adventure|Comedy|Drama,"Dec 15, 1989","May 20, 2003",114 minutes,1989
R,Drama|Musical and Performing Arts,"Apr 15, 1994","Aug 12, 2003",100 minutes,1994
PG,Comedy,"Aug 8, 2007","Jan 29, 2008",85 minutes,2007
NR,Documentary|Special Interest|Faith and Spirituality,"Nov 20, 2009","May 18, 2010",94 minutes,2009
R,Comedy,"Sep 1, 1999","Oct 2, 2001",95 minutes,1999
R,Action and Adventure|Drama|Mystery and Suspense|Science Fiction and Fantasy,"Jun 1, 1990","Aug 29, 2000",113 minutes,1990
NR,Art House and International|Drama|Romance,"Mar 16, 1967","Feb 5, 2008",99 minutes,1967
PG,Action and Adventure|Drama,"Jun 15, 1979","Feb 7, 2005",119 minutes,1979
R,Drama|Mystery and Suspense,"Feb 21, 1997","Feb 6, 2006",98 minutes,1997
PG,Comedy|Television,"Oct 13, 2006","Feb 20, 2007",115 minutes,2006
NR,Action and Adventure|Classics|Western,"Sep 15, 1933","Jul 26, 2005",70 minutes,1933
PG-13,Drama,"Dec 20, 1996","Jan 15, 2002",98 minutes,1996
PG-13,Drama|Musical and Performing Arts,"Jan 7, 2011","Apr 12, 2011",112 minutes,2011
R,Comedy|Drama|Romance,"Jan 27, 1995","Nov 30, 1999",101 minutes,1995
PG-13,Comedy,"Aug 18, 2017","Nov 28, 2017",119 minutes,2017
PG-13,Action and Adventure|Mystery and Suspense,"Nov 9, 2012","Mar 11, 2013",145 minutes,2012
PG-13,Comedy,"Feb 20, 2004","May 25, 2004",110 minutes,2004
R,Art House and International|Comedy|Romance,"Aug 9, 2013","Oct 22, 2013",97 minutes,2013
R,Drama|Romance,"Jun 7, 1985","Jun 25, 2002",120 minutes,1985
NR,Action and Adventure|Classics|Science Fiction and Fantasy,"Mar 3, 1940","Apr 25, 2000",115 minutes,1940
NR,Action and Adventure|Art House and International|Drama,"Aug 17, 2000","Oct 23, 2001",107 minutes,2000
PG-13,Action and Adventure|Drama|Mystery and Suspense,"Jun 6, 2003","Sep 30, 2003",108 minutes,2003
R,Comedy,"Mar 12, 1993","Jan 14, 2003",88 minutes,1993
R,Art House and International|Comedy|Drama|Mystery and Suspense,"Jan 1, 1998","Sep 1, 1998",102 minutes,1998
R,Horror|Mystery and Suspense,"Oct 6, 2006","Jan 16, 2007",84 minutes,2006
PG-13,Drama|Musical and Performing Arts,"Apr 24, 2009","Aug 4, 2009",117 minutes,2009
NR,Art House and International|Classics|Drama,"Nov 16, 1959","Mar 24, 1998",97 minutes,1959
G,Kids and Family|Musical and Performing Arts,"Jul 26, 2000","Oct 31, 2000",95 minutes,2000
G,Classics|Comedy|Musical and Performing Arts|Western,"Jun 24, 1965","Aug 8, 2000",97 minutes,1965
NR,Art House and International|Drama,"Apr 27, 2001","Nov 11, 2003",87 minutes,2001
R,Comedy,"Aug 23, 2013","Nov 19, 2013",109 minutes,2013
PG-13,Comedy,"Aug 14, 2009","Dec 1, 2009",89 minutes,2009
NC17,Comedy,"Sep 24, 2004","Jun 14, 2005",89 minutes,2004
R,Action and Adventure|Western,"Jan 1, 1966","Dec 10, 2013",84 minutes,1966
PG,Drama|Science Fiction and Fantasy,"Apr 13, 1984","Dec 28, 2004",101 minutes,1984
PG,Drama|Musical and Performing Arts,"Mar 7, 1980","May 6, 2003",125 minutes,1980
R,Comedy,"Jul 26, 2013","Nov 19, 2013",104 minutes,2013
R,Documentary|Drama,"Sep 16, 1998","Feb 23, 1999",88 minutes,1998
PG,Drama|Musical and Performing Arts,"Jan 1, 1978","Sep 7, 1999",113 minutes,1978
R,Drama,"Apr 13, 2018","Aug 7, 2018",104 minutes,2018
R,Action and Adventure|Art House and International,"Oct 5, 1984","Mar 13, 2007",101 minutes,1984
PG-13,Comedy|Romance,"Feb 11, 2005","Jun 14, 2005",120 minutes,2005
R,Drama|Mystery and Suspense,"Sep 24, 1993","Feb 3, 2004",87 minutes,1993
PG-13,Action and Adventure|Drama|Mystery and Suspense,"Oct 20, 2006","Feb 20, 2007",130 minutes,2006
NR,Art House and International|Drama|Romance,"Feb 5, 2010","Nov 16, 2010",91 minutes,2010
PG-13,Action and Adventure|Science Fiction and Fantasy,"Oct 23, 2015","Feb 2, 2016",105 minutes,2015
R,Action and Adventure|Comedy|Horror|Romance,"Sep 25, 1992","Mar 30, 1999",113 minutes,1992
PG-13,Action and Adventure|Drama|Mystery and Suspense,"Oct 17, 2008","Jan 20, 2009",100 minutes,2008
NR,Art House and International|Horror|Mystery and Suspense,"Jan 1, 1987","Sep 4, 2001",85 minutes,1987
PG-13,Action and Adventure|Science Fiction and Fantasy,"May 2, 2003","Nov 25, 2003",134 minutes,2003
PG,Action and Adventure|Animation|Kids and Family,"Mar 4, 2011","Jul 15, 2011",107 minutes,2011
PG,Drama|Musical and Performing Arts|Faith and Spirituality,"Nov 27, 2013","Apr 15, 2014",92 minutes,2013
G,Animation|Art House and International|Kids and Family,"Jul 28, 1989","Jan 20, 2004",75 minutes,1989
R,Art House and International|Drama,"May 21, 2007","Oct 7, 2008",84 minutes,2007
PG-13,Action and Adventure|Drama,"Dec 17, 2004","Mar 1, 2005",112 minutes,2004
R,Comedy|Drama,"Jul 25, 2003","Nov 18, 2003",113 minutes,2003
PG-13,Art House and International|Drama|Mystery and Suspense|Romance,"Dec 4, 2015","May 3, 2016",97 minutes,2015
PG-13,Comedy|Romance,"Mar 1, 1997","Mar 14, 2000",104 minutes,1997
NR,Drama|Mystery and Suspense|Television,"Oct 8, 1984","Sep 7, 2004",95 minutes,1984
PG,Art House and International|Drama,"Oct 8, 1975","Jan 23, 2001",95 minutes,1975
PG,Classics|Drama|Mystery and Suspense,"Nov 16, 1946","Aug 5, 2003",86 minutes,1946
PG-13,Action and Adventure|Art House and International|Drama,"Dec 3, 2004","Mar 29, 2005",119 minutes,2004
R,Action and Adventure|Anime and Manga|Art House and International|Science Fiction and Fantasy,"Oct 10, 2002","Nov 18, 2003",92 minutes,2002
PG,Art House and International|Documentary|Faith and Spirituality,"Jun 3, 2009","Nov 3, 2009",102 minutes,2009
R,Comedy|Drama,"Jan 31, 1997","Dec 10, 1997",91 minutes,1997
PG,Classics|Science Fiction and Fantasy,"Aug 1, 1971","Mar 6, 2000",99 minutes,1971
NR,Art House and International|Comedy|Horror|Mystery and Suspense,"May 3, 1996","Jan 11, 2005",99 minutes,1996
R,Drama|Mystery and Suspense,"Sep 13, 1995","Jan 5, 1999",129 minutes,1995
R,Comedy|Drama|Romance,"Apr 29, 1994","Feb 15, 2000",124 minutes,1994
NR,Classics|Comedy|Romance,"Jan 1, 1959","Aug 3, 2004",95 minutes,1959
R,Drama|Mystery and Suspense,"Oct 3, 1997","Oct 6, 1998",117 minutes,1997
NR,Art House and International|Drama,"Jan 1, 1986","Mar 20, 1991",88 minutes,1986
PG,Drama|Special Interest|Sports and Fitness,"Jun 1, 1994","Nov 7, 2006",112 minutes,1994
R,Comedy|Mystery and Suspense|Romance,"Mar 1, 2002","Sep 17, 2002",95 minutes,2002
NR,Art House and International|Drama,"Aug 26, 2011","Jan 17, 2012",95 minutes,2011
PG-13,Comedy,"Jun 1, 1991","May 9, 1991",94 minutes,1991
PG,Action and Adventure|Comedy|Kids and Family,"Apr 10, 1998","Oct 2, 2001",93 minutes,1998
NR,Classics|Comedy|Drama,"Aug 17, 1957","Jun 9, 2009",105 minutes,1957
R,Action and Adventure|Science Fiction and Fantasy,"Sep 1, 2000","Feb 20, 2001",85 minutes,2000
PG-13,Action and Adventure|Drama|Western,"Jan 1, 1985","May 31, 1999",133 minutes,1985
R,Drama|Mystery and Suspense,"Aug 12, 2016","Nov 22, 2016",102 minutes,2016
R,Drama,"Nov 15, 2013","Feb 25, 2014",115 minutes,2013
PG,Action and Adventure|Classics|Drama|Mystery and Suspense,"Dec 20, 1965","Oct 19, 1999",125 minutes,1965
R,Art House and International|Drama,"May 16, 1994","Nov 16, 1999",104 minutes,1994
R,Drama,"Oct 15, 1999","Feb 15, 2000",101 minutes,1999
NR,Action and Adventure,"Feb 23, 2018","Jul 24, 2018",141 minutes,2018
NR,Science Fiction and Fantasy,"Apr 27, 1955","Jan 30, 2001",76 minutes,1955
NR,Art House and International|Drama,"Nov 17, 2000","Dec 9, 2003",97 minutes,2000
R,Action and Adventure|Comedy,"Apr 17, 2009","Sep 8, 2009",85 minutes,2009
PG-13,Comedy|Horror|Science Fiction and Fantasy,"Nov 16, 1984","Mar 6, 2007",95 minutes,1984
NR,Documentary|Musical and Performing Arts,"Mar 8, 2008","Sep 29, 2009",80 minutes,2008
NR,Classics|Comedy|Western,"Dec 29, 1939","May 6, 2003",94 minutes,1939
R,Action and Adventure|Comedy|Drama|Mystery and Suspense,"Apr 17, 1997","Oct 20, 1998",106 minutes,1997
PG,Comedy|Drama|Kids and Family,"Sep 19, 2003","Feb 3, 2004",107 minutes,2003
PG,Action and Adventure|Drama|Mystery and Suspense,"Mar 11, 1977","Jun 15, 1998",114 minutes,1977
R,Drama,"Nov 13, 2015","Mar 22, 2016",85 minutes,2015
NR,Art House and International|Drama,"Jan 1, 1999","Oct 24, 2000",94 minutes,1999
PG-13,Drama,"Feb 9, 2018","May 22, 2018",120 minutes,2018
PG,Comedy,"Apr 12, 1985","Jul 26, 2005",90 minutes,1985
R,Drama|Mystery and Suspense,"Jan 12, 2007","May 1, 2007",118 minutes,2007
PG-13,Action and Adventure|Comedy,"Sep 17, 1999","Dec 26, 2000",90 minutes,1999
NR,Classics|Drama,"Sep 16, 1965","Feb 22, 2005",140 minutes,1965
PG,Action and Adventure|Animation|Kids and Family|Science Fiction and Fantasy,"Nov 27, 2002","Apr 29, 2003",95 minutes,2002
R,Drama|Science Fiction and Fantasy,"Jul 18, 2014","Dec 9, 2014",107 minutes,2014
PG,Classics|Drama|Musical and Performing Arts,"Jan 1, 1973","Nov 28, 2000",90 minutes,1973
PG-13,Drama,"Sep 26, 2008","Jun 9, 2009",109 minutes,2008
PG-13,Action and Adventure|Drama|Mystery and Suspense,"Jul 23, 2004","Dec 7, 2004",108 minutes,2004
R,Art House and International|Comedy|Drama,"Jan 1, 1984","Apr 1, 2008",188 minutes,1984
PG,Comedy|Kids and Family,"Jun 25, 1993","Jan 28, 2003",94 minutes,1993
G,Animation|Comedy|Kids and Family,"Jan 1, 1992","Mar 12, 2002",80 minutes,1992
R,Action and Adventure|Drama|Mystery and Suspense,"Jan 1, 2002","Jan 28, 2002",105 minutes,2002
PG-13,Documentary|Drama,"Sep 11, 1998","Feb 16, 1999",119 minutes,1998
PG,Art House and International|Classics|Drama,"Oct 10, 1980","Mar 29, 2005",179 minutes,1980
PG-13,Drama|Mystery and Suspense,"Nov 28, 2014","Mar 31, 2015",114 minutes,2014
NR,Drama|Television,"Jan 13, 2006","Sep 5, 2006",120 minutes,2006
PG-13,Action and Adventure|Mystery and Suspense,"Sep 30, 2005","Dec 26, 2005",110 minutes,2005
PG-13,Action and Adventure|Classics|Drama,"Dec 18, 1963","Mar 25, 2008",108 minutes,1963
G,Comedy|Kids and Family,"Aug 11, 2004","Dec 14, 2004",113 minutes,2004
NR,Art House and International|Drama,"Jan 1, 1997","Dec 23, 2008",105 minutes,1997
G,Drama|Romance,"Jan 29, 1992","Feb 9, 2015",114 minutes,1992
NR,Drama,"Feb 6, 1992","Jun 19, 2001",113 minutes,1992
PG-13,Drama,"Nov 25, 2015","Mar 1, 2016",132 minutes,2015
R,Action and Adventure,"Dec 9, 1994","May 25, 1999",101 minutes,1994
R,Comedy|Drama,"Nov 18, 2016","Feb 14, 2017",98 minutes,2016
PG-13,Action and Adventure|Drama|Mystery and Suspense,"Apr 29, 2011","Oct 4, 2011",131 minutes,2011
R,Action and Adventure|Mystery and Suspense,"Sep 26, 1997","May 25, 1999",117 minutes,1997
PG-13,Action and Adventure|Art House and International|Classics|Drama,"Oct 9, 1992","May 14, 2002",142 minutes,1992
PG,Action and Adventure|Comedy|Kids and Family|Science Fiction and Fantasy,"Nov 11, 1994","Oct 13, 1998",97 minutes,1994
R,Horror,"Feb 12, 1982","Aug 28, 2001",90 minutes,1982
R,Action and Adventure|Drama,"Jun 1, 1990","May 22, 1991",119 minutes,1990
NR,Classics|Drama|Musical and Performing Arts,"Oct 5, 1962","Sep 13, 2012",125 minutes,1962
NR,Art House and International|Drama,"Jan 1, 1983","Jul 15, 1992",108 minutes,1983
NR,Documentary|Drama|Special Interest,"Mar 17, 1982","Mar 26, 2002",88 minutes,1982
R,Action and Adventure,"Oct 4, 1996","Aug 27, 1997",91 minutes,1996
PG-13,Action and Adventure|Art House and International|Comedy|Drama,"Aug 29, 1986","Jul 22, 2003",90 minutes,1986
PG,Action and Adventure|Comedy|Kids and Family|Science Fiction and Fantasy|Romance,"Sep 25, 1987","Jan 26, 1999",98 minutes,1987
PG-13,Classics|Drama,"Feb 21, 2003","Jul 15, 2003",229 minutes,2003
PG,Comedy|Drama,"Jul 16, 1982","Apr 4, 2006",110 minutes,1982
NR,Art House and International|Drama|Special Interest,"Oct 6, 1980","Mar 8, 2005",90 minutes,1980
R,Drama|Mystery and Suspense,"Feb 18, 2011","May 17, 2011",81 minutes,2011
PG-13,Drama|Mystery and Suspense|Romance,"Feb 5, 1993","Sep 21, 1999",114 minutes,1993
R,Comedy|Drama,"Oct 15, 1999","Jun 6, 2000",139 minutes,1999
R,Comedy|Drama,"Sep 8, 2000","Apr 3, 2001",108 minutes,2000
R,Drama|Mystery and Suspense,"Aug 4, 1983","Feb 1, 2005",149 minutes,1983
PG-13,Drama|Musical and Performing Arts|Romance,"Aug 8, 2014","Nov 4, 2014",112 minutes,2014
PG-13,Action and Adventure|Drama,"Dec 17, 2004","Mar 1, 2005",112 minutes,2004
PG,Comedy|Kids and Family,"Nov 15, 1996","Aug 27, 1997",88 minutes,1996
PG-13,Drama,"Jul 24, 2015","Oct 20, 2015",109 minutes,2015
R,Action and Adventure|Science Fiction and Fantasy,"Dec 31, 1994","Jun 6, 2000",120 minutes,1994
R,Comedy|Horror,"Apr 30, 1999","Aug 28, 2001",92 minutes,1999
R,Comedy|Drama|Horror|Mystery and Suspense,"Apr 14, 2000","Sep 5, 2000",97 minutes,2000
PG,Comedy|Science Fiction and Fantasy,"Aug 23, 1985","Sep 9, 2014",92 minutes,1985
NR,Action and Adventure|Drama,"Jan 1, 1955","Jan 22, 1992",89 minutes,1955
R,Horror|Science Fiction and Fantasy|Television|Romance,"Jan 1, 2001","Apr 2, 2002",89 minutes,2001
PG-13,Comedy,"Sep 9, 1988","Aug 3, 2004",104 minutes,1988
NR,Art House and International|Drama,"Oct 18, 2002","Jul 6, 2004",112 minutes,2002
R,Action and Adventure|Comedy|Drama,"Jul 27, 2007","Oct 30, 2007",118 minutes,2007
R,Comedy|Drama,"Feb 4, 1976","Dec 13, 2005",111 minutes,1976
R,Action and Adventure|Drama|Mystery and Suspense,"Nov 21, 2007","Apr 7, 2009",122 minutes,2007
PG-13,Comedy|Drama|Musical and Performing Arts|Romance,"Jul 16, 1993","Mar 7, 2006",116 minutes,1993
NR,Action and Adventure|Classics,"Jan 16, 1954","Oct 23, 2007",89 minutes,1954
R,Action and Adventure|Horror|Mystery and Suspense,"Mar 15, 2002","Jul 30, 2002",100 minutes,2002
R,Art House and International|Drama|Mystery and Suspense|Romance,"Jun 6, 2003","Oct 28, 2003",110 minutes,2003
R,Drama|Horror|Science Fiction and Fantasy,"Oct 23, 1970","Nov 1, 2011",97 minutes,1970
PG,Drama|Romance,"May 15, 2009","Jan 26, 2010",119 minutes,2009
R,Drama,"Apr 7, 1993","Apr 16, 2002",117 minutes,1993
R,Comedy|Drama,"Dec 14, 1988","May 4, 2004",126 minutes,1988
R,Action and Adventure|Comedy|Drama,"Mar 3, 2000","Aug 22, 2000",116 minutes,2000
NR,Art House and International|Drama|Science Fiction and Fantasy,"Aug 14, 1989","Aug 17, 2004",122 minutes,1989
PG,Action and Adventure|Art House and International|Classics|Drama|Mystery and Suspense,"Jul 12, 1967","Oct 31, 2000",112 minutes,1967
PG,Animation|Comedy|Kids and Family,"Feb 24, 2017","May 23, 2017",80 minutes,2017
R,Comedy|Drama|Musical and Performing Arts,"Nov 3, 2000","Apr 17, 2001",110 minutes,2000
PG-13,Drama,"Jan 21, 2011","Apr 22, 2011",133 minutes,2011
PG-13,Comedy|Drama,"Oct 6, 1995","Feb 23, 1999",117 minutes,1995
PG-13,Comedy|Science Fiction and Fantasy|Romance,"Oct 25, 1991","Oct 23, 2001",104 minutes,1991
R,Art House and International|Comedy|Drama|Romance,"May 12, 1989","Aug 5, 2003",92 minutes,1989
R,Action and Adventure|Drama,"Oct 19, 2007","Mar 4, 2008",148 minutes,2007
PG,Action and Adventure|Comedy,"Mar 16, 1984","Jun 15, 1998",114 minutes,1984
G,Drama|Horror|Science Fiction and Fantasy,"Jan 1, 1969","Sep 25, 1991",90 minutes,1969
NR,Art House and International|Comedy|Drama|Romance,"Oct 15, 1999","Oct 3, 2000",89 minutes,1999
PG-13,Comedy|Drama,"Apr 2, 1999","May 1, 2001",118 minutes,1999
PG-13,Action and Adventure|Science Fiction and Fantasy,"Mar 29, 2018","Jul 3, 2018",140 minutes,2018
PG-13,Art House and International|Documentary,"Jul 8, 2011","Feb 7, 2012",99 minutes,2011
NR,Art House and International|Comedy|Drama,"Apr 2, 2005","Sep 19, 2006",111 minutes,2005
NR,Art House and International|Drama,"Nov 23, 1995","Jan 7, 2003",114 minutes,1995
PG,Action and Adventure|Drama|Mystery and Suspense,"Jun 10, 1983","Oct 17, 2000",131 minutes,1983
NR,Art House and International|Drama|Romance,"Feb 5, 1991","Sep 5, 2000",108 minutes,1991
NR,Documentary|Special Interest|Sports and Fitness,"Oct 29, 2008","Oct 28, 2008",95 minutes,2008
R,Drama,"Mar 17, 2017","Jun 27, 2017",118 minutes,2017
R,Drama|Science Fiction and Fantasy,"Dec 6, 2002","May 13, 2003",106 minutes,2002
R,Comedy|Drama,"Jun 12, 1998","Nov 10, 1998",105 minutes,1998
PG,Drama|Romance,"Aug 3, 2007","Feb 12, 2008",120 minutes,2007
PG,Documentary,"May 26, 2017","Sep 12, 2017",111 minutes,2017
R,Drama|Romance,"Jun 14, 1996","Jan 8, 2002",118 minutes,1996
R,Action and Adventure|Drama|Mystery and Suspense,"Aug 15, 1997","Jul 3, 2001",105 minutes,1997
PG-13,Art House and International|Comedy|Drama,"Mar 3, 2000","May 2, 2005",108 minutes,2000
R,Comedy|Drama,"Oct 11, 2004","May 17, 2005",97 minutes,2004
R,Drama|Mystery and Suspense,"Aug 17, 2018","Sep 18, 2018",100 minutes,2018
NR,Classics|Musical and Performing Arts|Western,"Jan 1, 1950","Jul 3, 2001",107 minutes,1950
R,Action and Adventure|Art House and International|Drama|Mystery and Suspense|Science Fiction and Fantasy|Special Interest,"Jul 10, 1998","Jan 12, 1999",85 minutes,1998
PG-13,Drama,"Sep 8, 1996","Dec 20, 2005",112 minutes,1996
PG-13,Comedy,"Jun 1, 1994","Feb 8, 2005",106 minutes,1994
G,Action and Adventure|Kids and Family|Science Fiction and Fantasy,"Jun 1, 1991","Sep 4, 2001",90 minutes,1991
R,Action and Adventure|Mystery and Suspense,"Aug 7, 2009","Dec 29, 2009",97 minutes,2009
R,Action and Adventure|Drama,"Feb 28, 2003","Aug 12, 2003",99 minutes,2003
R,Art House and International|Horror|Science Fiction and Fantasy,"Jan 1, 1983","Sep 20, 2005",80 minutes,1983
PG-13,Drama|Musical and Performing Arts|Special Interest,"Sep 20, 2013","Dec 10, 2013",109 minutes,2013
NR,Drama,"Nov 20, 2015","Feb 16, 2016",94 minutes,2015
R,Drama,"Mar 2, 2007","Jun 26, 2007",115 minutes,2007
NR,Classics|Comedy|Drama|Romance,"Jun 21, 1955","Sep 9, 1998",98 minutes,1955
G,Action and Adventure|Classics|Drama|Western,"Feb 20, 1963","Sep 30, 2006",180 minutes,1963
R,Horror,"May 1, 1981","May 23, 2006",87 minutes,1981
R,Drama,"May 8, 1987","Jun 25, 2002",112 minutes,1987
R,Horror,"Sep 23, 1983","Jun 15, 2000",90 minutes,1983
PG-13,Comedy,"Jan 1, 1998","Jan 19, 2004",87 minutes,1998
NR,Art House and International|Drama,"Jan 1, 2003","Aug 27, 2002",103 minutes,2003
PG-13,Action and Adventure|Comedy|Drama,"Jun 16, 2008","Nov 25, 2008",92 minutes,2008
PG,Art House and International|Drama|Faith and Spirituality,"Jun 10, 2005","Oct 11, 2005",120 minutes,2005
R,Horror|Mystery and Suspense,"Dec 31, 1986","Aug 24, 2004",98 minutes,1986
PG,Comedy|Drama|Science Fiction and Fantasy,"Dec 17, 1999","Jan 15, 2002",131 minutes,1999
PG,Action and Adventure|Drama|Mystery and Suspense,"Apr 19, 1973","Jan 18, 2000",114 minutes,1973
PG-13,Comedy,"Apr 14, 2006","Aug 15, 2006",83 minutes,2006
NR,Action and Adventure|Science Fiction and Fantasy,"Nov 20, 1964","Mar 26, 2002",103 minutes,1964
PG,Action and Adventure|Drama,"Jun 30, 1995","Sep 7, 2004",140 minutes,1995
R,Horror,"Apr 14, 2002","Aug 19, 2003",92 minutes,2002
PG,Drama,"Nov 20, 1981","Nov 16, 2004",155 minutes,1981
R,Animation|Comedy,"Aug 12, 2016","Nov 8, 2016",89 minutes,2016
NR,Action and Adventure|Art House and International|Drama,"Apr 10, 1966","Feb 23, 1999",89 minutes,1966
PG,Action and Adventure|Drama|Mystery and Suspense,"Jun 1, 1975","Jul 11, 2000",124 minutes,1975
R,Art House and International|Drama|Romance,"Aug 1, 1981","Sep 4, 2001",127 minutes,1981
PG,Action and Adventure|Drama|Science Fiction and Fantasy,"May 25, 1983","Sep 12, 2006",133 minutes,1983
R,Action and Adventure|Art House and International|Drama,"Sep 4, 2015","Dec 22, 2015",103 minutes,2015
PG,Comedy|Horror|Science Fiction and Fantasy,"Mar 30, 1988","Jun 26, 1997",93 minutes,1988
R,Action and Adventure|Art House and International|Drama|Mystery and Suspense,"Dec 4, 2015","Feb 9, 2016",104 minutes,2015
NR,Horror|Mystery and Suspense,"Jul 3, 1958","Jun 17, 1998",78 minutes,1958
R,Action and Adventure|Science Fiction and Fantasy,"Aug 7, 2008","Aug 4, 2009",111 minutes,2008
R,Art House and International|Comedy|Drama,"Feb 18, 2000","Jun 27, 2000",109 minutes,2000
PG-13,Animation|Science Fiction and Fantasy,"Jul 11, 2001","Oct 23, 2001",106 minutes,2001
PG,Classics|Drama|Mystery and Suspense,"Jun 17, 1971","Jan 6, 2003",95 minutes,1971
PG,Comedy,"Dec 10, 1993","Feb 20, 2001",106 minutes,1993
R,Art House and International|Drama,"Jun 1, 1994","Apr 20, 1994",115 minutes,1994
NR,Action and Adventure|Classics|Documentary,"Oct 1, 1929","Oct 24, 2006",290 minutes,1929
PG-13,Comedy,"Jul 14, 2006","Nov 7, 2006",90 minutes,2006
PG,Comedy|Drama|Science Fiction and Fantasy,"Nov 23, 1988","Jun 1, 2004",116 minutes,1988
PG-13,Action and Adventure|Drama|Mystery and Suspense,"Sep 30, 1994","Nov 1, 1998",112 minutes,1994
PG-13,Action and Adventure|Drama,"Jul 19, 1985","Jul 22, 2014",92 minutes,1985
R,Drama|Horror|Mystery and Suspense|Romance,"Mar 20, 1992","Aug 26, 1997",127 minutes,1992
R,Drama|Musical and Performing Arts,"Sep 6, 1984","Dec 16, 1997",158 minutes,1984
PG,Action and Adventure|Art House and International|Classics|Drama|Mystery and Suspense,"Jan 1, 1966","Aug 14, 2001",102 minutes,1966
PG-13,Comedy|Drama|Romance,"Mar 10, 2006","Jun 27, 2006",96 minutes,2006
R,Art House and International|Comedy|Drama,"Sep 10, 1988","Feb 26, 1992",121 minutes,1988
PG-13,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,"Jul 16, 2004","Dec 14, 2004",115 minutes,2004
PG-13,Drama|Romance,"Jun 1, 2018","Aug 21, 2018",120 minutes,2018
NR,Classics|Comedy|Musical and Performing Arts|Romance,"Jan 1, 1961","Nov 7, 2006",133 minutes,1961
R,Comedy,"Apr 27, 2001","Oct 9, 2001",93 minutes,2001
R,Comedy|Drama|Faith and Spirituality,"Jan 1, 1993","Jul 6, 1994",124 minutes,1993
NR,Comedy|Romance,"Jan 11, 2013","Feb 25, 2013",147 minutes,2013
R,Art House and International|Drama,"Dec 5, 2003","Jul 6, 2004",94 minutes,2003
PG-13,Action and Adventure|Comedy|Science Fiction and Fantasy,"Jan 14, 2011","May 3, 2011",119 minutes,2011
PG,Comedy,"Apr 13, 2012","Jul 17, 2012",92 minutes,2012
R,Horror|Mystery and Suspense,"Mar 17, 2000","Sep 26, 2000",98 minutes,2000
PG-13,Art House and International|Drama,"Apr 20, 2001","Sep 18, 2001",108 minutes,2001
PG,Comedy|Romance,"Apr 3, 1992","May 6, 2003",91 minutes,1992
R,Action and Adventure|Drama,"May 3, 1985","Nov 21, 2000",100 minutes,1985
NR,Classics|Drama,"Dec 11, 1952","Jun 14, 2005",91 minutes,1952
R,Comedy|Documentary|Television,"Jun 11, 2010","Dec 14, 2010",84 minutes,2010
PG-13,Drama|Romance,"Jun 2, 1995","Sep 25, 1997",135 minutes,1995
R,Art House and International|Comedy|Horror,"Jun 17, 1971","Aug 7, 2001",93 minutes,1971
R,Drama,"Jun 1, 1998","Jun 8, 1999",90 minutes,1998
PG-13,Drama,"Jan 9, 2015","May 5, 2015",127 minutes,2015
PG-13,Comedy|Drama,"Sep 12, 2003","Jun 1, 2004",116 minutes,2003
R,Horror,"Dec 31, 2001","Sep 3, 2002",89 minutes,2001
G,Animation|Kids and Family,"Apr 23, 2004","Aug 24, 2004",73 minutes,2004
PG-13,Comedy,"Apr 19, 1996","Sep 3, 2002",90 minutes,1996
PG,Comedy|Drama,"Dec 23, 2011","Apr 3, 2012",126 minutes,2011
PG,Action and Adventure|Comedy|Western,"Apr 1, 1976","Jun 7, 2005",104 minutes,1976
PG-13,Comedy,"Jul 6, 1988","May 3, 2005",90 minutes,1988
R,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,"Jan 30, 1998","Oct 13, 1998",106 minutes,1998
R,Action and Adventure|Drama|Mystery and Suspense|Science Fiction and Fantasy|Special Interest,"Jan 1, 2004","Aug 2, 2005",94 minutes,2004
NR,Drama|Romance,"Jul 3, 2013","Jan 12, 2015",142 minutes,2013
NR,Action and Adventure|Art House and International,"Feb 17, 2016","Jun 21, 2016",123 minutes,2016
NR,Classics|Comedy|Musical and Performing Arts,"Nov 23, 1966","Aug 3, 2004",90 minutes,1966
R,Art House and International|Drama,"Jun 1, 1998","Dec 7, 1999",102 minutes,1998
PG-13,Action and Adventure|Science Fiction and Fantasy,"Sep 30, 2005","Dec 20, 2005",119 minutes,2005
NR,Comedy|Drama,"Oct 5, 2012","Nov 20, 2012",129 minutes,2012
G,Action and Adventure|Animation|Kids and Family,"Jul 2, 1986","Jul 23, 2002",74 minutes,1986
R,Horror|Mystery and Suspense,"Jun 1, 2007","Oct 9, 2007",98 minutes,2007
PG,Art House and International|Comedy|Drama,"Aug 30, 2002","Oct 7, 2003",97 minutes,2002
R,Art House and International|Comedy|Drama,"Jun 1, 1974","May 2, 2005",112 minutes,1974
R,Comedy|Drama,"Aug 21, 1991","May 20, 2003",116 minutes,1991
